x,y,value
-0.37752148509025574,-0.19238044321537018,Ennio Antonelli
-0.20805393159389496,-0.2881959080696106,Tanya Lopert
-0.12856103479862213,-0.16968102753162384,"Nancy Astor, Viscountess Astor"
0.010010612197220325,-0.4036369025707245,Windows Embedded CE 6.0
-0.3686266243457794,0.4144307076931,"George Goring, Lord Goring"
-0.2740482985973358,-0.14353841543197632,Roberto Clemente
0.100309818983078,-0.06017525494098663,Fedele Fischetti
0.06550341844558716,-0.10379116982221603,Running Mates
0.056020211428403854,-0.2363053411245346,George V Coast
0.33811578154563904,0.06683646887540817,Gabbro Hills
-0.5184571743011475,0.486399382352829,Nathuram Godse
0.01562580093741417,-0.2512623071670532,Carlos Valderrama
-0.5079305171966553,0.5820093750953674,Stefanos Stratigos
-0.2683637738227844,-0.12308070808649063,Gilli Smyth
-0.34555861353874207,-0.012842051684856415,Charles IV of Spain
0.15845833718776703,-0.6030843257904053,Zampa
-0.028482459485530853,-0.31158703565597534,Rabat
-0.21974632143974304,-0.06806441396474838,LeRoy Collins
-0.4773053526878357,0.12336714565753937,Pat Scully
0.22854183614253998,0.1270688772201538,Wanne-Eickel Central Station
-0.2920425832271576,-0.0490693524479866,Flotation Toy Warning
-0.1188160702586174,-0.2718569040298462,Galata
0.06483174115419388,-0.3642304539680481,Pantelis Kafes
0.023087015375494957,-0.29111218452453613,Ipsos MORI
-0.3834500014781952,0.05779403820633888,Mama Corsica
-0.32322630286216736,-0.07214932143688202,Savdhaan India @ 11
0.19264216721057892,-0.05939638614654541,Jahangir
0.4017280340194702,0.3554539382457733,Frank Mantooth
-0.06944529712200165,0.025119556114077568,Renault 8
-0.539901852607727,0.4334612190723419,Muhammad Shah
-0.098515585064888,-0.18569108843803406,Hohenlohe-Langenburg
0.31048810482025146,0.1545904129743576,Redigo
0.25736716389656067,0.3394206166267395,John Henry Poynting
0.010396593250334263,-0.06867052614688873,Ruud Gullit
-0.25359562039375305,-0.185919389128685,Bastille
0.518382728099823,0.01763877086341381,Shablykinsky District
-0.0987267717719078,-0.2790709137916565,La Bouche
0.4774443507194519,0.19980259239673615,Armin Hofmann
0.16986718773841858,0.16444557905197144,Gwen Stefani
-0.30445218086242676,-0.06813708692789078,Tom Fletcher
-0.3753769099712372,-0.1943722516298294,Pat Crowley
0.29102596640586853,-0.20647205412387848,Football Association of Malaysia
-0.39581912755966187,-0.06267423927783966,Thoranai
0.11344590783119202,-0.1326201856136322,RSM-56 Bulava
0.3027821183204651,0.10697419941425323,Oliver Ames High School
-0.1020573228597641,-0.09325943142175674,Uwais Qarni
0.16431477665901184,-0.34485891461372375,1300 Oslo
0.181291863322258,0.11930298805236816,Rutgers Glacier
-0.4856366515159607,-0.0178117323666811,Elrio van Heerden
-0.3823345899581909,-0.09980965405702591,Lars Ricken
0.6697096824645996,0.17416663467884064,Houston
-0.3585648238658905,-0.18162862956523895,Manila Light Rail Transit System
0.3673758804798126,0.07799212634563446,Tuukka Rask
-0.0006122821941971779,-0.4294322431087494,Luana Walters
-0.4688931703567505,0.2791861891746521,Ostankinsky District
0.2755308151245117,0.32320713996887207,Immaculate Machine
-0.050175413489341736,-0.30662423372268677,Saratov Oblast
0.0497160330414772,0.34415024518966675,Paul Biegel
-0.22612392902374268,0.19062133133411407,Charles Caruana
-0.16650032997131348,-0.07304813712835312,Joseph Wostinholm
0.4120430648326874,0.22152942419052124,Yi-Fu Tuan
0.22918103635311127,0.30359551310539246,Typical Cats
-0.07876837253570557,-0.28673532605171204,Domingo de Soto
-0.06417089700698853,-0.31942883133888245,Yamaha TZR250
-0.28095710277557373,-0.1425250619649887,Decio Azzolino
0.04510347172617912,-0.04660951718688011,Honda Insight
0.17829519510269165,-0.24823623895645142,El Correo
-0.007508318871259689,-0.18083351850509644,"Du gamla, du fria"
-0.15444497764110565,-0.010516790673136711,Valdemarsvik
-0.1750463843345642,-0.1162698045372963,Delusions of Grandeur
0.022062143310904503,-0.36737993359565735,Gibraltar
0.04413579776883125,-0.3631342351436615,Falling Down
-0.2467789649963379,0.031291842460632324,2010 Winter Paralympics
0.057902004569768906,0.09458328783512115,The Yellow Rose
0.0823599249124527,-0.05845186486840248,Newcomen Society
-0.015408317558467388,-0.1361931711435318,Three Drives
0.3464742600917816,0.0995645672082901,Mark Isham
0.17702674865722656,-0.0276821106672287,Ozumba
0.45272305607795715,0.15711987018585205,Northeastern University
-0.37092986702919006,0.12197890877723694,Tropical Malady
0.001692323014140129,-0.11210425943136215,BMW 326
-0.1819043606519699,-0.03571708872914314,MSN Music
-0.38382667303085327,-0.04989039525389671,Pinhas Hirschprung
-0.44989776611328125,-0.10718513280153275,Johannesburg
0.312895804643631,0.15463115274906158,Piper Verlag
0.38095730543136597,-0.11513732373714447,Karl Mecklenburg
0.2920239269733429,0.1558329164981842,Chevrolet Greenbrier
-0.10802244395017624,-0.3274722993373871,Dehkhoda Dictionary
-0.6063112616539001,0.5373711585998535,Guillaume Durand
0.36320608854293823,0.08446742594242096,Renault 5
-0.4277256429195404,-0.10447743535041809,Mary Collinson
-0.14996188879013062,-0.24092453718185425,The Million Second Quiz
-0.3043603301048279,-0.11309956759214401,Constantin von Monakow
0.5678096413612366,0.17852291464805603,William Rees-Mogg
0.2163296788930893,-0.26650381088256836,Cees Nooteboom
-0.15018458664417267,-0.06334620714187622,Patrick Manson
0.06431566923856735,-0.18222981691360474,Omar Torrijos
-0.11475245654582977,-0.24794743955135345,Irakli Alasania
-0.6162344813346863,0.41648584604263306,John Queen
0.24937564134597778,-0.05692287161946297,Chicago
-0.533866286277771,0.41318413615226746,Iosif Rotariu
-0.22315093874931335,0.029959332197904587,John Navarre
-0.38128238916397095,-0.21114444732666016,Concha Espina
-0.4385950267314911,0.5527095198631287,BMW E23
-0.3926265239715576,0.41395217180252075,Hyrynsalmi
0.31323280930519104,-0.025351272895932198,Tullio De Mauro
-0.10258226841688156,-0.27912816405296326,Giovanni Battista Riccioli
0.31814005970954895,0.26196134090423584,Thurman Munson
-0.29150015115737915,-0.0728766992688179,Timurid Empire
0.695490837097168,-0.17311710119247437,Sam Cooke
0.04457938298583031,-0.2697666585445404,Ferrari Daytona
-0.22449731826782227,-0.0036244201473891735,Louis Vola
-0.22876030206680298,-0.06853241473436356,Shreela Ghosh
-0.34804999828338623,0.04918062686920166,Hamburg International Film Festival
-0.29797783493995667,0.5409377217292786,Sandy Bridge
-0.4374096393585205,-0.10288459062576294,Le Iene
-0.1773165613412857,-0.10330863296985626,Bahia
0.0417466014623642,-0.2446373701095581,Chicago Midway International Airport
0.018502846360206604,-0.39795008301734924,Pappas Restaurants
0.3127768635749817,0.1727820634841919,Oslo
-0.22508496046066284,-0.11703990399837494,Otto Piene
-0.11938195675611496,-0.30090466141700745,Winnipeg Symphony Orchestra
-0.10250291973352432,-0.06810224056243896,Pierre Messmer
0.03749214857816696,-0.43210098147392273,Magnus Carlsen
0.28543949127197266,0.2269914299249649,Bucharest
-0.44385090470314026,0.46988365054130554,Stylus Magazine
0.16113711893558502,-0.18912333250045776,Wild Reeds
-0.01287761889398098,-0.27919986844062805,Thirteen Colonies
-0.06170763820409775,-0.1659712791442871,Veracode
0.32909196615219116,0.1341409981250763,Evan Dimas Darmono
0.23073779046535492,-0.017709754407405853,Mehmed the Conqueror
0.0021343582775443792,-0.4113214910030365,Attingal
-0.12042856216430664,-0.13870398700237274,Silverchair
0.06612728536128998,-0.210899218916893,Llapingacho
-0.2107415497303009,-0.2579686939716339,Teres Ridge
-0.5426833629608154,0.48791295289993286,Carl Kasell
-0.5078677535057068,0.5687026977539062,Udo Mechels
0.35736069083213806,0.059354208409786224,Tankred Dorst
-0.5040889978408813,0.09113765507936478,Princeton University Press
0.6443798542022705,0.09501282870769501,Ilya Ehrenburg
-0.0919727236032486,-0.39411628246307373,Susan Stamberg
-0.40180450677871704,0.03718432039022446,Haseeb Ahsan
-0.2703801989555359,-0.023121966049075127,Baghdad International Airport
-0.27946609258651733,0.17653189599514008,Georgians
0.372655987739563,0.44466522336006165,M. S. Viswanathan
-0.10205651819705963,-0.11576569825410843,Susan Denberg
-0.37005215883255005,-0.1969418078660965,Sedat Alp
0.28333818912506104,0.05434922128915787,Risemedet Mountain
-0.06680231541395187,-0.4251016676425934,Mount Markham
0.262670636177063,0.147892564535141,Ritt Bjerregaard
-0.26091468334198,-0.1359153836965561,Duygu Asena
0.10069726407527924,-0.31466859579086304,Microsoft Visual Studio
-0.31170588731765747,0.1700865924358368,Tizen
0.5313664078712463,0.008876917883753777,Noon Meem Rashid
-0.27032360434532166,0.4074495732784271,Daily Planet
-0.45836833119392395,0.5968095064163208,Friday Night Dinner
0.36916130781173706,0.15799197554588318,Il ballo delle ingrate
0.20560790598392487,0.07015782594680786,Italy
-0.4545988142490387,0.5162083506584167,Anthony Asquith
-0.1286478042602539,0.009043692611157894,Fox Soccer News
-0.6234409213066101,0.6834985613822937,Likkutei Sichos
-0.0686112493276596,-0.12763699889183044,As-Saffah
0.19015029072761536,-0.007930978201329708,Dominique Perben
0.14656119048595428,-0.5874941945075989,Alain Lanty
-0.21576900780200958,-0.20534655451774597,Kalahari Desert
-0.02024773880839348,0.0019310228526592255,Nizampatnam
-0.21184594929218292,-0.2908558249473572,Arthur
-0.1452467143535614,-0.23705825209617615,VP9
-0.12602119147777557,-0.16154709458351135,Didier Haudepin
-0.18305012583732605,-0.33299538493156433,Housos
-0.41747304797172546,-0.1064634621143341,Michel Chasles
0.22781655192375183,0.02869388833642006,BBC Knowledge
-0.479551762342453,0.0617491714656353,Jonathan Osorio
0.5831345915794373,-0.08626239001750946,Martina Voss-Tecklenburg
0.38108310103416443,0.32958388328552246,Mohammad-Taqi Mesbah-Yazdi
0.07763322442770004,-0.3691115975379944,My-HiME
-0.09872207790613174,-0.18717437982559204,Nicolaus Olahus
0.4899405539035797,-0.09535127878189087,PAX
0.41642075777053833,0.44719943404197693,Victor Merzhanov
-0.13320736587047577,0.2099451869726181,Julien Courbet
0.012199031189084053,-0.36299237608909607,Maurice de Vlaminck
0.6589654684066772,-0.047990765422582626,Armored Fleet Dairugger XV
0.188227117061615,0.008063185028731823,NRJ Group
0.005131223704665899,-0.03996434435248375,Alberto Mazzucato
0.6202200651168823,0.023892400786280632,Business Development Bank of Canada
-0.03319355472922325,-0.18036632239818573,Tehri Garhwal district
0.4037752151489258,0.242987260222435,Fiat 124
-0.10746824741363525,-0.22999128699302673,Uttaradit
0.05302087962627411,-0.2801383435726166,Hank Aaron
0.203016996383667,-0.3397727310657501,Onufri
0.4007422924041748,0.3044391870498657,Toyota RAV4
-0.3245800733566284,-0.13697420060634613,Shenyang
-0.01458236388862133,-0.21852557361125946,Moscow
-0.4562622010707855,0.658578097820282,Xerox
0.766967236995697,0.34581512212753296,Cheikh Anta Diop
-0.024618083611130714,-0.1741110384464264,Cyril Smith
-0.10055317729711533,-0.06205447018146515,Renault Vel Satis
0.039060741662979126,-0.11483628302812576,Sebastiano Conca
-0.23780177533626556,-0.2343517541885376,Alain Robbe-Grillet
-0.041416801512241364,-0.35888561606407166,Rio Natsuki
0.6471694707870483,0.26495039463043213,Marty Natalegawa
0.38586127758026123,-0.046763528138399124,Paul Chambers
0.4438090920448303,0.20744271576404572,Nigel de Jong
-0.3324221074581146,-0.24204422533512115,British Tanker Company
0.6738135814666748,0.3001003563404083,Heart Attack Grill
0.4102480411529541,0.3608851432800293,Fiat Idea
-0.2898608446121216,0.13412630558013916,Aerosvit Airlines
-0.03634375333786011,-0.15636102855205536,Matusevich Glacier
0.49486491084098816,0.42426326870918274,Ankara
-0.04670311138033867,0.01406436413526535,Al Madinah Region
0.5185304880142212,0.21157144010066986,Georges Marchais
-0.03651950880885124,-0.2949451208114624,Wesley Hospital
0.6427761912345886,0.44124770164489746,Unfinished Tales
-0.22791820764541626,-0.22973909974098206,George Auriol
0.2219555526971817,0.03815815597772598,Massenet Festival
0.5557999610900879,0.08297332376241684,Jan Peerce
0.20824716985225677,-0.15094558894634247,Brava Gente
-0.19493761658668518,-0.23670640587806702,Jean-Luc Ponty
-0.18453364074230194,-0.23125974833965302,Lost in Space
0.6689726114273071,0.17705337703227997,Nizamabad district
0.5830264091491699,0.4653027057647705,Mobiloil Inlet
-0.3500322103500366,-0.1316041201353073,Mambo Taxi
-0.3583323359489441,0.3824412524700165,Jack Wong Sue
0.1719089150428772,-0.07012592256069183,Antonio Franco
-0.49687662720680237,0.44055595993995667,Sepala Attygalle
0.42874401807785034,0.24082298576831818,Roy Hargrove
0.10590773075819016,-0.04331131651997566,2013 Internazionali BNL d'Italia
-0.5316255688667297,0.416659414768219,BSC Young Boys
0.10931969434022903,-0.2825646996498108,Jablanica District
0.05058853700757027,-0.16703221201896667,The Experiment
-0.021412521600723267,-0.040116265416145325,Jari Kurri
0.517751932144165,0.04659255966544151,Trail Inlet
0.33279451727867126,0.11372962594032288,"Arthur Wellesley, 1st Duke of Wellington"
0.08668003231287003,0.5540857315063477,Chardonne
-0.3530975878238678,0.12984409928321838,Kasino
0.2600421905517578,0.6245924830436707,Jozef Tomko
-0.3609277307987213,-0.10445182025432587,The Midway State
-0.15715453028678894,-0.013795853592455387,Jalil Lespert
-0.4796827733516693,0.4930388331413269,Michael Langrish
-0.08956526964902878,0.03658129647374153,Pedro de Ribera
0.615028977394104,0.3307250142097473,Johannesburg
0.41777724027633667,-0.027169661596417427,Raymond Flynn
0.5398337244987488,0.19686704874038696,Corky Miller
-0.4444954991340637,0.7884384989738464,Xavier Saint-Macary
0.36028921604156494,0.021343190222978592,Piirpauke
-0.05029773339629173,-0.22733554244041443,Philip Jenkinson
-0.2318975180387497,-0.14540965855121613,Tom Waits
-0.24307464063167572,0.0940217673778534,Zdeno Chára
-0.17672480642795563,-0.33848175406455994,"Riverway, Townsville"
-0.6012905836105347,0.6159222722053528,Gracie Mansion
-0.12358574569225311,-0.18710127472877502,Hermann Hesse
-0.21185915172100067,-0.29341888427734375,Yellow Dog Records
0.1335187405347824,-0.4713326394557953,Kalamazoo County
0.2603849172592163,-0.04970347136259079,Jonathan Haidt
-0.061042141169309616,0.03696228936314583,Jack McGurn
0.14189070463180542,-0.40253114700317383,Angela Merkel
-0.2044539898633957,-0.19235515594482422,John Cygan
0.30050861835479736,-0.14565347135066986,Antonio Valencia
0.5077316164970398,0.41895171999931335,Operation Inherent Resolve
0.33219805359840393,0.184183731675148,The Crazy Ones
-0.5306987762451172,0.40815192461013794,CBS Storybreak
-0.34686601161956787,-0.02448686771094799,Google Drive
-0.5131303071975708,-0.03535248339176178,Suvorov Glacier
-0.07910352200269699,-0.12734989821910858,An Angle
-0.38774362206459045,0.0207273717969656,Sangha
-0.3182273805141449,-0.290641188621521,Metro 2033
-0.19085314869880676,-0.12817560136318207,Eirodziesma
0.21663250029087067,0.029411260038614273,Olot
-0.14788049459457397,-0.0015278662322089076,Lunice
-0.14905081689357758,-0.2735830247402191,Jennings
-0.5509133338928223,0.44526955485343933,Frederic William Burton
-0.3589097559452057,-0.1610943228006363,Charles Nungesser
-0.23746880888938904,-0.21617108583450317,Donald McCaig
0.045412495732307434,-0.4714376628398895,Tarvaris Jackson
-0.34508267045021057,-0.11057280749082565,Bordeaux
-0.1678956300020218,-0.24245509505271912,A Thousand Plateaus
0.11974529176950455,-0.24210825562477112,Erik Ersberg
-0.5134232640266418,0.021452123299241066,The First Easter Rabbit
0.2351137399673462,0.46263548731803894,Patricia Conroy
0.2831719219684601,0.05284104123711586,Gothika
-0.28339189291000366,-0.11637897044420242,Caribbean Community Secretariat
0.1216706857085228,0.04739078879356384,Kamohelo Mokotjo
0.29249584674835205,0.4120620787143707,Florent Cuvelier
-0.5041801333427429,0.01957830786705017,Murphy Brown
-0.136006161570549,-0.15147244930267334,"Herbert Austin, 1st Baron Austin"
-0.15689724683761597,-0.18556538224220276,Sumulong Highway
0.3946578800678253,0.19282670319080353,Irish Ferries
0.2217220813035965,0.8071962594985962,Andorra
0.015489824116230011,0.0034495259169489145,Daniel Royer
0.5146030783653259,0.1589403748512268,Saúl Levi Morteira
0.14937596023082733,0.18101051449775696,Henry Villard
-0.07026752829551697,-0.20185036957263947,"Holy Name Cathedral, Chicago"
-0.4259391725063324,0.010354890488088131,New Bedford Whaling Museum
-0.1489311307668686,-0.02001696638762951,Colombia
0.1168665662407875,0.3094944357872009,Corriere della Sera
-0.2699633538722992,-0.040591560304164886,David Yost
0.5930643677711487,-0.08711224794387817,Micko Larkin
0.509404718875885,0.10862702876329422,Anatole France
0.7519829869270325,0.306924045085907,Lurrie Bell
-0.42992863059043884,0.05137840285897255,Christian Bouchet
-0.2570168673992157,0.5058082342147827,Henri Massis
0.426588237285614,0.13157816231250763,Crown Airways
0.46352648735046387,0.011385292746126652,Kalyan Kumar
0.21721947193145752,-0.1789768785238266,Mona Mur
-0.08825168013572693,0.011937808245420456,The Paradise Club
-0.1751430630683899,0.7936631441116333,The Late Late Show with Craig Ferguson
-0.4879424273967743,-0.07446368038654327,Darmstadt
-0.3618510365486145,0.181037038564682,Marguerite Broquedis
-0.2495943158864975,-0.30653542280197144,David Carney
-0.1046624481678009,-0.4158060848712921,Tata Steel Europe
-0.11808205395936966,0.22709892690181732,Luigi Boccherini
0.1128934994339943,-0.3661716878414154,Peter Šťastný
0.7122774720191956,0.05085403099656105,The Mistress of the Inn
-0.6246013045310974,0.6233558654785156,How to Make It in America
-0.5349792242050171,0.11197923123836517,Ethyl Eichelberger
-0.37482619285583496,-0.056755490601062775,Leslie Caron
-0.07080033421516418,-0.32539862394332886,Abraham Fraenkel
-0.35911980271339417,0.00271780276671052,Caslano
0.44395098090171814,0.11254122853279114,Babs Gonzales
0.1837746798992157,-0.2398567795753479,Nova
0.6624191403388977,0.2324705570936203,I.R.S. Records Presents The Cutting Edge
0.40865352749824524,0.14044518768787384,Resta in ascolto
0.8124673962593079,0.34911176562309265,Pervez Musharraf
-0.24850326776504517,-0.014087141491472721,Romulus Glacier
-0.35957735776901245,0.03229225054383278,Kanye West
-0.37669217586517334,-0.0946507677435875,Argosy Glacier
0.040780480951070786,0.029885442927479744,Cuban espresso
-0.14291813969612122,0.10251465439796448,Enlightenment in Spain
-0.1572752445936203,-0.2047167718410492,Fabio Grobart
-0.16817551851272583,-0.12872648239135742,Inge Magnusson
-0.3099070191383362,0.12779876589775085,Indie Memphis
-0.36600103974342346,-0.08552585542201996,Japan Open Tennis Championships
-0.06029653176665306,-0.30200284719467163,Sheikh Bedreddin
-0.5302002429962158,0.016565119847655296,Beryl Cook
0.6677024960517883,0.3290545344352722,Leonhard Christian Borchgrevink Holmboe
-0.2610602080821991,-0.05439913272857666,Stardust Five
0.11646754294633865,-0.16078497469425201,Manuel Roxas
0.049949415028095245,-0.06667699664831161,Shahab-2
0.6699877381324768,0.14740592241287231,Fabrice Luchini
-0.01967923901975155,-0.3733198046684265,Susette LaFlesche Tibbles
-0.4879087507724762,0.5565358400344849,Florence
-0.03433210030198097,-0.07507435977458954,"Oslo Airport, Gardermoen"
-0.6130198240280151,0.48323410749435425,Spectrum-X
-0.04354218393564224,0.42563578486442566,Sporveien
-0.046555083245038986,-0.266009122133255,Invitation to the Castle
0.3439582884311676,0.04216481372714043,Amirkabir University of Technology
-0.06573285162448883,-0.185937762260437,The Secret in Their Eyes
-0.15935911238193512,-0.023625386878848076,Bajaj Electricals
0.11068404465913773,0.011847288347780704,Apple III
-0.2524670958518982,-0.2873860001564026,Delchev Ridge
-0.06343977898359299,-0.12162167578935623,Giovanni Pellielo
-0.2390121966600418,-0.2106175273656845,Haydn Bendall
-0.22618882358074188,0.17442686855793,Nick Greisen
0.42872270941734314,0.45112335681915283,Blanchette Brunoy
-0.45461997389793396,0.3547767996788025,Adriaan van Dis
0.5211660265922546,0.26968905329704285,James I of Aragon
-0.6352576613426208,0.6632601618766785,Huangfu Mi
0.47548073530197144,0.31826308369636536,Orphan Black
0.5009312629699707,0.04530041292309761,Planet of the Apes
-0.6142111420631409,0.48422345519065857,Guam
-0.06611474603414536,-0.09274552762508392,Johann Gottlieb Fichte
0.40861815214157104,0.3098730146884918,Henry Michell Wagner
-0.5979095101356506,0.5437278151512146,The Rasmus
-0.06914132833480835,-0.006920964922755957,Jane Leeves
-0.4361206889152527,-0.01715192385017872,Adliswil
0.24295738339424133,-0.04829118028283119,Irfan Habib
0.5915012955665588,-0.016347533091902733,Umayyad Caliphate
0.20728571712970734,0.03740117326378822,La Chaux-de-Fonds
-0.17055363953113556,-0.04208644852042198,Chinese Skating Association
-0.42282959818840027,-0.06775356829166412,Disney's Hollywood Studios
0.11547646671533585,-0.0897386372089386,The Boat People
0.0059315818361938,-0.13050687313079834,Fantastyka
-0.33870404958724976,-0.2261466532945633,Alpha Island
0.1020168736577034,-0.31865933537483215,Marcus Harvey
-0.03398682549595833,-0.12797753512859344,The Register
0.5260890126228333,0.14205993711948395,Keith Emerson
-0.39420264959335327,-0.015169358812272549,Uruguayan War
-0.41636279225349426,0.47526463866233826,Bundesautobahn 5
-0.1939670592546463,-0.0490122064948082,Lake Bluff
0.3544120788574219,0.3087175190448761,R.A. Dickey
-0.21201501786708832,-0.07576029002666473,Skag
0.2389788180589676,0.051362521946430206,Acrassicauda
0.3263654112815857,-0.036245398223400116,Trinidad
0.18358872830867767,0.29902106523513794,Alex Cline
-0.5854998826980591,0.4977993965148926,The Dennis O'Keefe Show
-0.08822749555110931,-0.2288602888584137,Alebtong District
-0.3903080224990845,-0.0729110911488533,Ralph Lyford
-0.10583075881004333,-0.023961877450346947,New Nintendo 3DS
0.41622188687324524,-0.6460326910018921,Bahamas
0.5151857137680054,0.10330772399902344,Jesus Christ
-0.2628316283226013,0.0773751363158226,Milt Hinton
-0.005918385926634073,-0.5141093730926514,Louis Bonaparte
-0.021253541111946106,-0.1635291874408722,Sheremetyevo International Airport
-0.44524234533309937,-0.07691231369972229,Brendan Croker
-0.2190254032611847,0.01307464949786663,Massimo Ficcadenti
-0.4078126847743988,0.0059778448194265366,Ostatnia brygada
0.47586408257484436,-0.032611459493637085,William Osler
-0.08866780251264572,0.15002192556858063,Mercury Montclair
0.4439021646976471,0.44337400794029236,Muthulakshmi Reddi
0.4851331412792206,0.3525591194629669,Final Fantasy
-0.22999563813209534,-0.21677528321743011,Novelas ejemplares
-0.0008924038265831769,0.014212371781468391,Democratic Republic of Afghanistan
-0.03554164618253708,-0.2268291413784027,Raoul Trujillo
0.5841594934463501,-0.19985786080360413,Tino di Camaino
-0.041082076728343964,-0.11149035394191742,Boston Bolts
0.049206964671611786,-0.2048095166683197,John Travolta
0.20885618031024933,-0.04421340674161911,Infiniti QX
0.01617172546684742,-0.16876783967018127,Platonic Academy
-0.18851561844348907,-0.06614195555448532,Peter Mayle
0.035245392471551895,-0.24924340844154358,La Revista Blanca
0.21310889720916748,0.222706139087677,Robert Stanfield
-0.046119432896375656,-0.049965810030698776,Florence
-0.37561705708503723,0.0868888720870018,Frank Brimsek
0.3360234797000885,0.09637834131717682,Vico Magistretti
0.4794718325138092,0.026166876778006554,Elsevier
-0.211536705493927,-0.04317425563931465,Rasayana
0.5561809539794922,0.23548462986946106,Piero Gobetti
0.11125850677490234,-0.07349731773138046,Uusimaa
0.24512270092964172,0.10653423517942429,Bakuman
-0.15801963210105896,-0.2721524238586426,Vancouver Symphony Orchestra
-0.140105739235878,-0.252133309841156,Miguel de Cervantes
-0.30750030279159546,0.3160339295864105,Bernhard Knipperdolling
0.003091942984610796,-0.12202949076890945,Legg Mason
0.4126923978328705,0.22918814420700073,Fa Ngum
0.4867033362388611,-0.13535721600055695,Thomas Erle
0.4923204779624939,0.1447531133890152,Porto
